2000000000,128,17,0
2000000000,128,18,0
2000000000,128,19,0
2000000000,128,20,0
2000000000,128,21,0
2000000000,128,22,0
2000000000,128,23,0
2000000000,128,24,0
2000000000,129,17,0
2000000000,129,18,0
2000000000,129,19,0
2000000000,129,20,0
2000000000,129,21,0
2000000000,129,22,0
2000000000,129,23,0
2000000000,129,24,0
2000000000,130,17,0
2000000000,130,18,0
2000000000,130,19,0
2000000000,130,20,0
2000000000,130,21,0
2000000000,130,22,0
2000000000,130,23,0
2000000000,130,24,0
2000000000,131,17,0
2000000000,131,18,0
2000000000,131,19,0
2000000000,131,20,0
2000000000,131,21,0
2000000000,131,22,0
2000000000,131,23,0
2000000000,131,24,0
2000000000,132,17,0
2000000000,132,18,0
2000000000,132,19,0
2000000000,132,20,0
2000000000,132,21,0
2000000000,132,22,0
2000000000,132,23,0
2000000000,132,24,0
2000000000,133,17,0
2000000000,133,18,0
2000000000,133,19,0
2000000000,133,20,0
2000000000,133,21,0
2000000000,133,22,0
2000000000,133,23,0
2000000000,133,24,0
2000000000,134,17,0
2000000000,134,18,0
2000000000,134,19,0
2000000000,134,20,0
2000000000,134,21,0
2000000000,134,22,0
2000000000,134,23,0
2000000000,134,24,0
2000000000,135,17,0
2000000000,135,18,0
2000000000,135,19,0
2000000000,135,20,0
2000000000,135,21,0
2000000000,135,22,0
2000000000,135,23,0
2000000000,135,24,0
2000010000,128,17,10619
2000010000,128,18,0
2000010000,128,19,4029
2000010000,128,20,14858
2000010000,128,21,1804
2000010000,128,22,11704
2000010000,128,23,0
2000010000,128,24,8092
2000010000,129,17,0
2000010000,129,18,5490
2000010000,129,19,0
2000010000,129,20,60259
2000010000,129,21,0
2000010000,129,22,32733
2000010000,129,23,0
2000010000,129,24,0
2000010000,130,17,0
2000010000,130,18,240
2000010000,130,19,240
2000010000,130,20,30175
2000010000,130,21,2336
2000010000,130,22,24939
2000010000,130,23,0
2000010000,130,24,0
2000010000,131,17,3026
2000010000,131,18,10860
2000010000,131,19,420
2000010000,131,20,6121
2000010000,131,21,9836
2000010000,131,22,58244
2000010000,131,23,60
2000010000,131,24,3101
2000010000,132,17,23020
2000010000,132,18,0
2000010000,132,19,8526
2000010000,132,20,6818
2000010000,132,21,30202
2000010000,132,22,26696
2000010000,132,23,33444
2000010000,132,24,360
2000010000,133,17,4876
2000010000,133,18,9410
2000010000,133,19,21853
2000010000,133,20,4024
2000010000,133,21,6099
2000010000,133,22,14203
2000010000,133,23,420
2000010000,133,24,1800
2000010000,134,17,7644
2000010000,134,18,7500
2000010000,134,19,3035
2000010000,134,20,29687
2000010000,134,21,20300
2000010000,134,22,1140
2000010000,134,23,14664
2000010000,134,24,1142
2000010000,135,17,420
2000010000,135,18,0
2000010000,135,19,6587
2000010000,135,20,13080
2000010000,135,21,360
2000010000,135,22,29973
2000010000,135,23,1020
2000010000,135,24,5183
2000020000,128,17,11399
2000020000,128,18,21028
2000020000,128,19,21742
2000020000,128,20,54174
2000020000,128,21,24926
2000020000,128,22,18652
2000020000,128,23,6020
2000020000,128,24,21643
2000020000,129,17,0
2000020000,129,18,13374
2000020000,129,19,0
2000020000,129,20,185941
2000020000,129,21,3617
2000020000,129,22,115321
2000020000,129,23,1468
2000020000,129,24,1320
2000020000,130,17,36074
2000020000,130,18,8442
2000020000,130,19,2686
2000020000,130,20,56614
2000020000,130,21,29656
2000020000,130,22,61030
2000020000,130,23,120921
2000020000,130,24,180
2000020000,131,17,4466
2000020000,131,18,14460
2000020000,131,19,49959
2000020000,131,20,10743
2000020000,131,21,10256
2000020000,131,22,58544
2000020000,131,23,8978
2000020000,131,24,3281
2000020000,132,17,23620
2000020000,132,18,0
2000020000,132,19,34952
2000020000,132,20,19069
2000020000,132,21,30608
2000020000,132,22,66993
2000020000,132,23,41719
2000020000,132,24,17753
2000020000,133,17,17922
2000020000,133,18,22623
2000020000,133,19,29316
2000020000,133,20,27917
2000020000,133,21,6399
2000020000,133,22,20829
2000020000,133,23,6575
2000020000,133,24,2040
2000020000,134,17,38297
2000020000,134,18,23050
2000020000,134,19,24948
2000020000,134,20,46415
2000020000,134,21,28649
2000020000,134,22,56216
2000020000,134,23,50335
2000020000,134,24,1742
2000020000,135,17,6611
2000020000,135,18,14779
2000020000,135,19,7307
2000020000,135,20,31928
2000020000,135,21,21229
2000020000,135,22,29973
2000020000,135,23,8691
2000020000,135,24,5183
2000030000,128,17,11639
2000030000,128,18,58120
2000030000,128,19,27961
2000030000,128,20,60400
2000030000,128,21,25286
2000030000,128,22,29222
2000030000,128,23,26094
2000030000,128,24,22723
2000030000,129,17,900
2000030000,129,18,21495
2000030000,129,19,60
2000030000,129,20,312599
2000030000,129,21,26916
2000030000,129,22,135715
2000030000,129,23,3014
2000030000,129,24,9016
2000030000,130,17,36494
2000030000,130,18,8922
2000030000,130,19,5887
2000030000,130,20,86593
2000030000,130,21,32964
2000030000,130,22,156761
2000030000,130,23,195664
2000030000,130,24,1980
2000030000,131,17,5546
2000030000,131,18,82069
2000030000,131,19,93305
2000030000,131,20,59999
2000030000,131,21,80561
2000030000,131,22,76743
2000030000,131,23,18188
2000030000,131,24,3281
2000030000,132,17,57079
2000030000,132,18,3222
2000030000,132,19,50274
2000030000,132,20,28691
2000030000,132,21,43659
2000030000,132,22,96656
2000030000,132,23,41839
2000030000,132,24,18233
2000030000,133,17,19422
2000030000,133,18,28527
2000030000,133,19,41308
2000030000,133,20,35841
2000030000,133,21,11956
2000030000,133,22,133325
2000030000,133,23,34788
2000030000,133,24,2580
2000030000,134,17,43889
2000030000,134,18,30572
2000030000,134,19,25248
2000030000,134,20,75148
2000030000,134,21,100562
2000030000,134,22,65794
2000030000,134,23,58152
2000030000,134,24,4230
2000030000,135,17,6611
2000030000,135,18,21947
2000030000,135,19,72499
2000030000,135,20,38499
2000030000,135,21,38271
2000030000,135,22,38420
2000030000,135,23,28846
2000030000,135,24,5843
2000040000,128,17,12059
2000040000,128,18,60280
2000040000,128,19,38835
2000040000,128,20,170804
2000040000,128,21,47139
2000040000,128,22,118426
2000040000,128,23,32263
2000040000,128,24,24163
2000040000,129,17,1140
2000040000,129,18,90874
2000040000,129,19,5783
2000040000,129,20,438859
2000040000,129,21,39321
2000040000,129,22,157505
2000040000,129,23,3014
2000040000,129,24,18750
2000040000,130,17,36974
2000040000,130,18,9042
2000040000,130,19,9776
2000040000,130,20,91513
2000040000,130,21,37858
2000040000,130,22,170460
2000040000,130,23,286838
2000040000,130,24,2460
2000040000,131,17,13066
2000040000,131,18,170627
2000040000,131,19,145835
2000040000,131,20,136065
2000040000,131,21,194424
2000040000,131,22,88244
2000040000,131,23,35128
2000040000,131,24,3281
2000040000,132,17,58999
2000040000,132,18,5922
2000040000,132,19,56728
2000040000,132,20,72076
2000040000,132,21,93005
2000040000,132,22,110140
2000040000,132,23,45679
2000040000,132,24,27149
2000040000,133,17,19422
2000040000,133,18,38549
2000040000,133,19,43764
2000040000,133,20,36621
2000040000,133,21,16096
2000040000,133,22,208824
2000040000,133,23,41450
2000040000,133,24,2640
2000040000,134,17,43889
2000040000,134,18,38888
2000040000,134,19,25308
2000040000,134,20,94985
2000040000,134,21,226994
2000040000,134,22,85618
2000040000,134,23,64850
2000040000,134,24,42318
2000040000,135,17,6971
2000040000,135,18,37863
2000040000,135,19,72859
2000040000,135,20,74919
2000040000,135,21,109893
2000040000,135,22,42993
2000040000,135,23,33809
2000040000,135,24,6263
2000050000,128,17,15060
2000050000,128,18,67417
2000050000,128,19,43155
2000050000,128,20,296753
2000050000,128,21,65405
2000050000,128,22,190468
2000050000,128,23,63186
2000050000,128,24,26863
2000050000,129,17,1560
2000050000,129,18,120830
2000050000,129,19,11543
2000050000,129,20,564919
2000050000,129,21,76042
2000050000,129,22,169556
2000050000,129,23,9023
2000050000,129,24,21269
2000050000,130,17,37634
2000050000,130,18,25041
2000050000,130,19,11756
2000050000,130,20,130217
2000050000,130,21,44428
2000050000,130,22,174224
2000050000,130,23,325614
2000050000,130,24,2520
2000050000,131,17,13666
2000050000,131,18,210693
2000050000,131,19,200555
2000050000,131,20,161672
2000050000,131,21,277660
2000050000,131,22,104156
2000050000,131,23,80935
2000050000,131,24,24911
2000050000,132,17,60799
2000050000,132,18,17110
2000050000,132,19,66856
2000050000,132,20,170852
2000050000,132,21,161788
2000050000,132,22,236486
2000050000,132,23,136887
2000050000,132,24,33689
2000050000,133,17,47334
2000050000,133,18,41408
2000050000,133,19,57772
2000050000,133,20,46817
2000050000,133,21,40682
2000050000,133,22,237134
2000050000,133,23,44960
2000050000,133,24,3000
2000050000,134,17,55742
2000050000,134,18,38888
2000050000,134,19,134217
2000050000,134,20,221126
2000050000,134,21,352621
2000050000,134,22,100672
2000050000,134,23,65090
2000050000,134,24,162457
2000050000,135,17,18201
2000050000,135,18,38343
2000050000,135,19,74299
2000050000,135,20,119581
2000050000,135,21,122398
2000050000,135,22,54459
2000050000,135,23,33989
2000050000,135,24,6263
2000060000,128,17,16980
2000060000,128,18,67597
2000060000,128,19,59935
2000060000,128,20,423098
2000060000,128,21,90586
2000060000,128,22,204633
2000060000,128,23,179227
2000060000,128,24,28758
2000060000,129,17,9687
2000060000,129,18,122626
2000060000,129,19,53457
2000060000,129,20,692119
2000060000,129,21,96353
2000060000,129,22,279833
2000060000,129,23,13103
2000060000,129,24,22829
2000060000,130,17,38354
2000060000,130,18,46935
2000060000,130,19,49105
2000060000,130,20,154374
2000060000,130,21,109418
2000060000,130,22,174824
2000060000,130,23,422602
2000060000,130,24,127415
2000060000,131,17,16178
2000060000,131,18,249027
2000060000,131,19,212054
2000060000,131,20,174413
2000060000,131,21,403926
2000060000,131,22,132655
2000060000,131,23,156634
2000060000,131,24,25871
2000060000,132,17,64579
2000060000,132,18,26081
2000060000,132,19,98399
2000060000,132,20,176282
